order_id,customer_id,order_date,dish_ids,total_amount,status,payment_method,address,note,customer_name,customer_phone
601,50,2025-03-01 21:06:00,"27,48,125,132",320000,cancelled,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
602,36,2024-06-19 22:11:00,"49,109,110,132",395000,delivering,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
603,21,2025-03-29 15:57:00,"40,44,123,132",325000,pending,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
604,37,2024-11-27 19:15:00,"49,109,110,132",395000,pending,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
605,1,2025-04-08 17:25:00,"48,49,95,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
606,14,2024-01-07 14:14:00,"43,44,48,119,132",425000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
607,7,2025-08-07 19:09:00,"27,48,125,132",320000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
608,17,2025-08-19 13:14:00,"14,27,44,132",208000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
609,21,2026-01-21 11:46:00,"13,48,61",180000,cooking,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
610,37,2024-11-03 10:46:00,"13,26,49,132",240000,delivering,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
611,8,2025-03-20 16:59:00,"4,48,74,132",299000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
612,37,2024-02-12 15:34:00,"13,27,48,132",195000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
613,37,2025-04-01 22:38:00,"14,27,44,132",208000,pending,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
614,6,2024-05-31 12:21:00,"44,48,97,132",415000,cooking,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
615,28,2024-03-28 16:32:00,"27,48,125,132",320000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
616,36,2025-10-29 19:12:00,"48,49,93,132",450000,cancelled,momo,"Số 5 Lê Lợi, Q1, TP.HCM",,,
617,37,2025-03-16 15:43:00,"13,27,48,132",195000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
618,39,2024-07-14 15:22:00,"48,103,105,132",420000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
619,29,2025-03-28 19:09:00,"13,49,118",255000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
620,4,2024-03-28 11:47:00,"14,27,44,132",208000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
621,31,2024-04-23 14:28:00,"13,28,48,132",235000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
622,47,2025-07-15 17:39:00,"44,48,94,132",485000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
623,45,2024-03-02 14:12:00,"43,48,49,119,132",420000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
624,7,2025-11-09 20:23:00,"13,28,44,48,132",300000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
625,21,2025-06-04 21:06:00,"44,48,94,132",485000,cooking,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
626,3,2025-07-28 21:01:00,"48,49,93,132",450000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
627,44,2024-06-09 10:22:00,"34,48,117,132",410000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
628,4,2025-05-28 14:51:00,"48,49,95,132",410000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
629,6,2025-02-06 20:08:00,"44,48,97,132",415000,delivering,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
630,20,2025-08-09 12:27:00,"44,48,94,132",485000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
631,13,2025-08-17 18:43:00,"13,28,44,49,132",305000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
632,37,2026-02-27 12:41:00,"14,27,44,132",208000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
633,10,2024-05-01 12:20:00,"40,44,123,132",325000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
634,10,2025-10-14 21:17:00,"48,49,92,132",430000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
635,39,2025-09-18 19:17:00,"13,28,48,132",235000,cancelled,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
636,50,2025-01-02 11:44:00,"44,48,94,132",485000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
637,25,2025-01-17 12:54:00,"48,106,108,132",500000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
638,18,2026-02-21 10:59:00,"48,49,93,132",450000,delivering,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
639,21,2025-09-23 17:44:00,"48,49,93,132",450000,cooking,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
640,26,2025-01-24 21:20:00,"13,27,48,132",195000,cancelled,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
641,34,2025-12-22 22:02:00,"43,48,119,132",360000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
642,36,2025-02-09 21:02:00,"48,49,95,132",410000,delivering,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
643,19,2025-02-11 14:49:00,"48,49,93,132",450000,cooking,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
644,10,2025-12-07 18:57:00,"13,44,66",210000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
645,29,2025-02-06 16:20:00,"13,28,44,49,132",305000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
646,45,2024-04-02 14:20:00,"48,49,93,132",450000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
647,25,2024-03-28 18:45:00,"48,105,111,132",370000,pending,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
648,22,2026-02-25 12:58:00,"27,48,125,132",320000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
649,20,2024-02-22 16:19:00,"48,49,93,132",450000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
650,49,2024-07-26 10:39:00,"13,28,44,132",245000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
651,32,2024-01-06 19:56:00,"34,48,117,132",410000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
652,1,2024-03-22 19:38:00,"48,105,111,132",370000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
653,10,2024-07-31 10:11:00,"27,48,125,132",320000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
654,6,2025-09-09 14:21:00,"13,28,48,132",235000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
655,45,2025-09-17 20:44:00,"13,43,48,132",215000,cancelled,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
656,50,2025-01-03 10:05:00,"44,102,105,132",590000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
657,31,2025-07-17 11:18:00,"13,27,48,132",195000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
658,14,2025-06-21 13:44:00,"1,48,61,132",330000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
659,39,2025-05-10 21:44:00,"43,48,119,132",360000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
660,9,2025-09-30 15:59:00,"44,49,96,132",360000,cancelled,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
661,46,2024-07-03 19:14:00,"34,48,117,132",410000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
662,14,2024-04-30 21:54:00,"13,28,48,132",235000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
663,41,2025-10-14 13:00:00,"2,49,65,132",375000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
664,1,2025-07-17 15:49:00,"48,49,92,132",430000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
665,22,2024-01-30 12:12:00,"13,48,61",180000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
666,35,2025-10-04 17:57:00,"14,27,44,132",208000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
667,36,2026-01-12 20:20:00,"43,48,119,132",360000,pending,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
668,18,2024-12-28 11:09:00,"2,49,65,132",375000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
669,8,2025-02-02 12:38:00,"13,43,48,132",215000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
670,29,2025-05-23 13:23:00,"44,49,96,132",360000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
671,6,2026-03-07 13:58:00,"13,43,48,132",215000,cooking,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
672,34,2025-05-10 21:55:00,"38,44,49,118,132",480000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
673,3,2024-05-15 13:46:00,"43,48,119,132",360000,cooking,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
674,6,2025-12-04 19:55:00,"13,28,44,48,132",300000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
675,37,2026-02-02 14:01:00,"43,48,119,132",360000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
676,29,2025-06-29 15:49:00,"48,49,93,132",450000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
677,36,2024-07-30 18:22:00,"44,48,49,96,132",415000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
678,22,2024-11-14 19:57:00,"13,48,61",180000,pending,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
679,25,2025-11-22 10:06:00,"13,28,48,132",235000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
680,45,2025-08-29 20:53:00,"48,49,93,132",450000,cooking,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
681,35,2025-12-31 22:42:00,"2,49,65,132",375000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
682,30,2025-12-16 17:06:00,"13,26,49,132",240000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
683,45,2025-01-07 16:11:00,"44,48,94,132",485000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
684,11,2024-12-25 17:29:00,"13,28,48,132",235000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
685,7,2025-02-19 21:50:00,"13,28,44,132",245000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
686,16,2025-02-14 19:26:00,"48,49,92,132",430000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
687,45,2024-12-14 13:52:00,"48,106,108,132",500000,cancelled,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
688,43,2024-08-29 12:42:00,"2,49,65,132",375000,completed,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
689,29,2024-11-29 18:06:00,"13,48,119",230000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
690,43,2024-12-01 17:41:00,"13,48,119,132",245000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
691,49,2025-10-13 22:00:00,"13,48,74",210000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
692,14,2025-08-14 17:12:00,"44,48,97,132",415000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
693,1,2024-12-18 11:37:00,"49,109,110,132",395000,cancelled,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
694,23,2024-01-01 21:35:00,"44,48,97,132",415000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
695,46,2025-02-07 20:20:00,"49,109,110,132",395000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
696,36,2025-05-01 12:12:00,"27,48,49,125,132",380000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
697,1,2025-11-17 12:08:00,"44,48,97,132",415000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
698,42,2024-05-19 11:08:00,"49,109,110,132",395000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
699,36,2025-04-10 18:27:00,"49,109,110,132",395000,cooking,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
700,47,2024-01-08 19:31:00,"48,49,93,132",450000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
701,31,2024-02-04 10:36:00,"27,48,125,132",320000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
702,34,2025-04-21 18:05:00,"13,26,44,49,132",305000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
703,20,2025-07-06 22:37:00,"13,26,49,132",240000,cancelled,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
704,47,2025-06-08 17:36:00,"13,28,48,132",235000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
705,17,2026-01-14 22:36:00,"44,48,97,132",415000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
706,19,2026-01-25 19:01:00,"13,44,48,61",245000,cooking,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
707,40,2024-10-11 14:08:00,"13,26,49,132",240000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
708,43,2025-08-28 21:09:00,"13,28,44,132",245000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
709,6,2025-06-24 10:21:00,"48,49,95,132",410000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
710,47,2024-08-31 20:28:00,"48,103,105,132",420000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
711,11,2026-02-12 11:03:00,"13,27,48,132",195000,cooking,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
712,25,2026-02-09 18:14:00,"48,106,108,132",500000,delivering,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
713,29,2024-01-13 14:59:00,"43,48,119,132",360000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
714,28,2025-10-14 15:54:00,"13,26,49,132",240000,cancelled,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
715,26,2024-09-18 20:37:00,"44,49,96,132",360000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
716,21,2025-11-24 21:11:00,"48,49,93,132",450000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
717,29,2025-06-21 11:43:00,"13,27,48,132",195000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
718,39,2025-09-26 11:03:00,"48,49,95,132",410000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
719,42,2025-01-19 20:48:00,"13,28,44,49,132",305000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
720,30,2025-11-07 11:40:00,"48,49,95,132",410000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
721,25,2024-10-10 22:03:00,"44,48,49,96,132",415000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
722,26,2025-05-18 13:39:00,"44,48,49,96,132",415000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
723,7,2024-08-11 19:41:00,"40,44,123,132",325000,cooking,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
724,32,2026-03-06 17:01:00,"13,27,44,48,132",260000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
725,33,2025-02-04 19:00:00,"44,49,96,132",360000,cooking,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
726,50,2024-01-04 16:44:00,"13,27,48,132",195000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
727,41,2024-11-06 16:03:00,"4,48,74,132",299000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
728,42,2026-02-17 22:18:00,"13,26,49,132",240000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
729,7,2024-11-02 21:24:00,"11,44,66,132",350000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
730,16,2024-01-26 21:37:00,"48,49,93,132",450000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
731,22,2025-04-05 10:02:00,"48,49,92,132",430000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
732,48,2025-11-25 18:09:00,"12,48,76,132",319000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
733,40,2024-01-20 17:58:00,"14,27,44,132",208000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
734,30,2024-11-10 22:06:00,"13,28,48,132",235000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
735,28,2024-03-05 22:12:00,"13,28,44,49,132",305000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
736,49,2024-11-25 22:13:00,"13,48,74",210000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
737,45,2026-02-14 16:10:00,"13,27,48,49,132",255000,completed,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
738,41,2024-02-11 12:06:00,"48,49,95,132",410000,cancelled,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
739,42,2024-07-02 11:45:00,"34,48,117,132",410000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
740,16,2025-06-19 17:26:00,"13,28,44,132",245000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
741,20,2025-09-18 11:40:00,"13,48,119,132",245000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
742,49,2025-09-25 15:55:00,"48,49,95,132",410000,pending,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
743,10,2024-07-17 11:50:00,"44,48,94,132",485000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
744,17,2024-10-18 13:27:00,"13,27,44,48,132",260000,completed,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
745,2,2025-07-04 12:10:00,"13,26,49,132",240000,cooking,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
746,27,2025-08-29 19:20:00,"48,49,95,132",410000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
747,13,2026-01-25 16:55:00,"1,48,49,61,132",390000,delivering,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
748,40,2025-03-22 12:13:00,"13,48,74",210000,cooking,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
749,18,2024-07-17 20:22:00,"14,27,44,132",208000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
750,27,2024-04-23 17:29:00,"13,48,49,61",240000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
751,15,2025-08-14 18:54:00,"13,44,49,66",270000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
752,47,2025-04-18 14:00:00,"44,48,94,132",485000,delivering,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
753,37,2025-08-28 12:58:00,"49,109,110,132",395000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
754,34,2025-05-31 10:27:00,"48,106,108,132",500000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
755,1,2024-03-26 18:48:00,"48,105,111,132",370000,delivering,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
756,20,2024-01-17 17:42:00,"48,49,92,132",430000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
757,46,2025-04-19 22:08:00,"13,28,48,132",235000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
758,45,2024-03-13 16:57:00,"13,28,48,132",235000,completed,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
759,37,2025-12-15 19:34:00,"49,109,110,132",395000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
760,4,2025-11-21 15:56:00,"13,27,48,132",195000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
761,46,2024-06-28 20:35:00,"13,44,49,118",320000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
762,42,2024-09-01 18:07:00,"14,27,44,132",208000,cooking,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
763,28,2024-09-30 18:43:00,"44,48,94,132",485000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
764,8,2025-05-28 18:53:00,"2,49,65,132",375000,cooking,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
765,45,2025-01-11 22:43:00,"44,48,97,132",415000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
766,7,2024-07-02 14:04:00,"13,26,49,132",240000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
767,19,2025-06-17 20:01:00,"34,48,49,117,132",470000,delivering,momo,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
768,19,2026-01-25 20:01:00,"2,49,65,132",375000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
769,42,2025-02-25 19:21:00,"43,48,119,132",360000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
770,20,2024-11-07 19:08:00,"27,48,125,132",320000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
771,23,2026-02-27 10:09:00,"10,48,119,132",319000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
772,46,2024-10-19 12:11:00,"13,43,48,132",215000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
773,17,2025-08-11 12:28:00,"13,27,48,132",195000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
774,29,2024-12-18 12:23:00,"13,28,48,132",235000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
775,10,2025-02-18 17:49:00,"13,28,44,132",245000,cooking,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
776,19,2024-12-05 20:45:00,"27,48,125,132",320000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
777,8,2025-03-28 15:44:00,"13,48,61",180000,cooking,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
778,15,2025-02-15 19:53:00,"13,28,44,132",245000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
779,15,2024-07-18 19:33:00,"13,27,48,132",195000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
780,33,2025-11-24 20:05:00,"40,44,123,132",325000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
781,26,2024-02-27 20:23:00,"13,44,66",210000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
782,36,2024-12-25 14:28:00,"10,44,48,119,132",384000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
783,47,2024-10-22 12:51:00,"48,103,105,132",420000,delivering,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
784,34,2024-11-06 17:55:00,"13,48,49,119",290000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
785,30,2025-02-28 12:35:00,"13,26,44,49,132",305000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
786,20,2025-05-17 10:52:00,"11,44,66,132",350000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
787,41,2024-06-06 14:19:00,"44,48,102,105,132",645000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
788,18,2024-01-30 11:48:00,"48,49,103,105,132",480000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
789,44,2025-03-22 14:40:00,"13,48,74",210000,cooking,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
790,10,2024-06-15 19:03:00,"13,44,48,74",275000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
791,23,2025-01-04 16:40:00,"4,44,48,74,132",364000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
792,49,2026-02-23 20:11:00,"13,26,49,132",240000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
793,18,2025-12-02 22:19:00,"1,48,61,132",330000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
794,19,2024-01-14 12:33:00,"4,48,74,132",299000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
795,13,2025-05-30 13:53:00,"13,43,48,49,132",275000,pending,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
796,8,2025-12-20 22:51:00,"40,44,123,132",325000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
797,45,2025-05-06 15:19:00,"13,28,44,132",245000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
798,20,2024-12-16 12:45:00,"43,48,119,132",360000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
799,9,2024-11-10 12:13:00,"14,27,44,132",208000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
800,13,2026-02-14 16:02:00,"13,26,49,132",240000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
